Game ID,Move Number,Row,Col,Action,Board State,Mines Flagged,Hidden Cells,Safe,Game Outcome
4301936480,5,0,4,r,"[['(1)', '(1)', '(1)', '(1)', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,21,FALSE,Ongoing
4301936480,End,,,,,,,,Loss
4381169504,1,0,0,r,"[['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,25,FALSE,Ongoing
4381169504,2,3,1,f,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '-', '-'], ['(2)', '(2)', '(1)', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,16,FALSE,Ongoing
4381169504,3,2,3,r,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '-', '-'], ['(2)', '(2)', '(1)', '-', '-'], ['-', 'F', '-', '-', '-'], ['-', '-', '-', '-', '-']]",1,15,FALSE,Ongoing
4381169504,4,3,2,r,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '-', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '-', '-', '-'], ['-', '-', '-', '-', '-']]",1,14,FALSE,Ongoing
4381169504,5,4,3,r,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '-', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '(1)', '-', '-'], ['-', '-', '-', '-', '-']]",1,13,FALSE,Ongoing
4381169504,6,3,3,r,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '-', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '(1)', '-', '-'], ['-', '-', '-', '(1)', '-']]",1,12,FALSE,Ongoing
4381169504,7,1,3,r,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '-', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '(1)', '(1)', '-'], ['-', '-', '-', '(1)', '-']]",1,11,FALSE,Ongoing
4381169504,8,4,1,r,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '(2)', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '(1)', '(1)', '-'], ['-', '-', '-', '(1)', '-']]",1,10,FALSE,Ongoing
4381169504,9,4,2,r,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '(2)', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '(1)', '(1)', '-'], ['-', '(2)', '-', '(1)', '-']]",1,9,FALSE,Ongoing
4381169504,10,0,3,f,"[['(0)', '(0)', '(1)', '-', '-'], ['(0)', '(0)', '(1)', '(2)', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '(1)', '(1)', '-'], ['-', '(2)', '(1)', '(1)', '-']]",1,8,FALSE,Ongoing
4381169504,11,3,0,f,"[['(0)', '(0)', '(1)', 'F', '-'], ['(0)', '(0)', '(1)', '(2)', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['-', 'F', '(1)', '(1)', '-'], ['-', '(2)', '(1)', '(1)', '-']]",2,7,FALSE,Ongoing
4381169504,12,4,0,r,"[['(0)', '(0)', '(1)', 'F', '-'], ['(0)', '(0)', '(1)', '(2)', '-'], ['(2)', '(2)', '(1)', '(2)', '-'], ['F', 'F', '(1)', '(1)', '-'], ['-', '(2)', '(1)', '(1)', '-']]",3,6,FALSE,Ongoing
4381169504,End,,,,,,,,Win
4302935904,1,0,0,r,"[['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,25,FALSE,Ongoing
4302935904,2,0,1,r,"[['(2)', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,24,FALSE,Ongoing
4302935904,End,,,,,,,,Loss
4305016672,1,0,0,r,"[['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,25,FALSE,Ongoing
4305016672,2,3,0,r,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', '-', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,19,FALSE,Ongoing
4305016672,3,3,1,f,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', '-', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,18,FALSE,Ongoing
4305016672,4,4,0,r,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', '-', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '-', '-', '-'], ['-', '-', '-', '-', '-']]",1,17,FALSE,Ongoing
4305016672,5,4,1,r,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', '-', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '-', '-', '-'], ['(1)', '-', '-', '-', '-']]",1,16,FALSE,Ongoing
4305016672,6,3,2,r,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', '-', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '-', '-', '-'], ['(1)', '(1)', '-', '-', '-']]",1,15,FALSE,Ongoing
4305016672,7,4,2,r,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', '-', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '-', '-', '-']]",1,14,FALSE,Ongoing
